# time_days,magnitude
101.729934,-0.027693
101.830518,-0.037108
102.033835,-0.042271
102.261331,-0.024913
102.282618,-0.029551
102.825625,-0.037347
102.874684,-0.044475
104.383928,-0.021191
105.773257,-0.020645
107.363641,-0.023740
108.523791,-0.000354
109.439722,-0.026062
109.804331,-0.029164
110.722662,-0.017012
110.888966,-0.009837
111.353501,0.085599
111.587172,-0.008750
111.946524,-0.001222
112.684782,-0.013941
113.325380,0.015911
113.876000,0.003142
113.893608,0.015216
113.991396,0.007911
114.199041,0.009985
117.297402,0.024175
117.389878,0.023305
117.691540,0.026378
117.988961,0.034315
118.710366,0.115972
118.942132,0.031306
119.468838,0.024906
119.914032,0.041439
121.386859,0.023594
123.322596,0.050771
123.729705,0.123094
124.482610,0.018752
124.747939,0.034287
125.325879,0.025919
125.793506,0.040756
126.437365,0.025074
126.504854,0.027045
126.562725,0.012529
127.287493,0.025697
128.021033,0.004448
128.762500,0.101524
129.217654,0.033156
129.290796,0.033194
129.530867,0.028865
129.966256,0.013557
130.337603,0.021502
132.300138,0.014483
132.447868,0.002325
132.566333,0.204902
132.732226,0.021491
132.772462,0.010338
132.807535,0.012668
133.885292,0.009802
134.700344,-0.016347
134.943753,0.000500
136.158513,0.081187
136.193928,0.077831
136.196143,0.085027
136.541936,0.013732
137.328447,-0.001315
139.202036,-0.021237
140.370984,-0.014144
142.527381,0.164032
142.927528,-0.018136
143.067490,-0.027105
145.062448,0.138917
145.761861,-0.024716
147.187944,-0.028133
149.638536,-0.020875
149.751938,-0.023286
150.623614,-0.017447
150.687528,-0.033154
151.756966,-0.011959
152.825006,-0.019936
153.231083,0.000197
154.357045,-0.023351
155.007551,0.179917
155.463838,-0.010046
156.906476,-0.012324
157.549350,0.168676
162.039678,0.013496
162.138702,0.021331
163.224962,0.338726
163.716596,0.419980
163.961521,0.335745
165.341916,0.361399
166.392669,0.359613
166.909248,0.347629
167.022661,0.343828
167.353519,0.345135
168.684602,0.129521
169.515267,0.022843
173.175558,0.026217
173.191834,0.012068
173.475407,0.032076
173.873430,0.124073
174.880180,0.019314
175.306302,0.038503
176.552172,0.006030
176.700348,0.003074
176.959105,0.018949
177.003468,0.026999
177.515699,0.207747
178.112440,0.007364
179.104850,0.018418
179.549142,0.005265
179.873484,0.002465
180.564114,0.009905
180.843622,0.006326
181.397072,-0.018461
181.983327,0.009445
182.677316,0.005429
183.801076,0.071157
183.813313,0.081320
184.278969,-0.010100
185.887678,-0.018353
188.258010,-0.033183
188.269064,-0.034421
188.297388,-0.028024
188.518403,-0.016520
188.909387,-0.023593
189.379106,-0.033562
191.452752,-0.024248
193.597728,-0.059895
195.686458,-0.016749
196.134472,0.045895
196.547559,-0.029848
197.643611,-0.034319
197.707543,-0.035871
198.084793,-0.010109
198.665950,0.066113
198.784348,0.074674
199.587163,-0.016812
200.060311,0.166736
202.120683,-0.004979
202.488264,-0.016939
203.370947,0.009831
203.411919,-0.004884
204.351745,-0.011261
204.384738,0.000173
204.963825,0.022055
205.082192,0.192529
205.103128,0.180633
205.753986,0.007027
205.885238,0.007870
207.156411,0.037136
207.933561,0.023186
208.119473,0.024353
208.569823,0.031962
209.175114,0.026073
210.700304,0.025434
210.746428,0.026174
211.518561,0.029129
212.597272,0.207728
213.265593,0.039682
213.997843,0.033430
214.043863,0.040257
214.322046,0.032217
214.947691,0.033837
214.960004,0.013067
216.898852,0.040679
219.641166,0.028948
220.005848,0.210811
222.096837,-0.012013
222.368051,0.036754
225.955160,-0.001193
227.017095,0.006502
227.549086,0.159116
227.557109,0.175608
229.479866,-0.025578
231.353064,0.062452
232.142537,-0.005140
232.852210,-0.028130
233.098955,-0.024665
233.636209,0.071159
234.169447,-0.024185
235.117791,0.147309
235.318307,-0.027250
235.758225,-0.007335
235.938140,-0.032104
236.285843,0.060762
237.383825,-0.021584
237.491141,-0.021027
237.541780,0.156248
239.073067,-0.024750
239.925118,-0.041439
239.988676,-0.013573
241.555558,-0.038169
243.454395,-0.018128
243.998040,-0.026815
244.481099,-0.018147
244.693986,-0.013413
245.721123,-0.009403
246.459075,-0.005290
246.736465,0.007825
247.491747,-0.000451
248.786584,0.088934
248.978436,0.011355
249.526667,0.016087
249.719677,-0.007215
252.337117,0.022266
252.358075,0.023387
252.832576,0.015254
253.275837,0.033650
254.226491,0.021702
254.673835,0.025881
254.922989,0.023646
255.928918,0.028250
256.167959,0.108229
257.947126,0.017441
259.641083,0.048994
259.860055,0.024601
259.950610,0.023156
260.429928,0.011446
261.458784,0.025896
261.679982,0.018818
261.946253,0.048142
262.428540,0.041118
262.939168,0.023241
263.510945,0.051461
264.547546,0.036142
265.050076,0.198062
265.449610,-0.001388
265.916999,0.044959
267.444146,0.002471
268.432536,-0.004161
268.481687,0.022310
269.306957,0.032903
270.215851,0.018294
270.444635,0.009058
270.568767,0.008806
271.573203,0.006846
272.515801,0.178134
273.217681,-0.006167
273.414287,-0.008782
273.467209,-0.010676
273.655523,0.072142
274.175555,-0.015820
274.669497,-0.031933
274.818258,-0.016572
275.169433,-0.026828
275.417439,-0.028908
277.175458,-0.021989
278.050325,-0.012298
279.691126,-0.020527
280.240592,-0.046250
281.121342,-0.041410
281.854926,-0.022558
282.316803,-0.041908
283.364046,-0.034112
283.734421,0.064402
284.117225,-0.040980
284.185798,-0.030175
286.338153,0.049501
286.484928,-0.033367
286.961339,-0.022990
289.476231,-0.034195
289.943977,0.300243
290.019722,0.472385
290.434587,0.303282
290.663146,0.300915
290.908456,0.313320
291.271974,0.392975
292.557034,0.478920
292.621534,0.484723
294.542492,0.321141
298.375945,0.020013
298.535649,0.020518
298.870506,0.104822
299.579534,0.017071
299.589684,0.009706
300.643867,0.044345
301.210904,0.106384
302.675610,0.024254
302.818237,0.024213
304.710032,0.041971
305.317416,0.030106
305.702483,0.045430
305.815578,0.026170
306.308046,0.125919
307.639922,0.022648
309.615390,0.048140
309.682067,0.014630
310.405858,0.027477
310.568600,0.030203
311.788686,0.023793
312.104943,0.016615
312.574428,0.191798
313.165640,0.014687
315.111469,0.180801
315.319864,0.014522
316.711704,0.020695
317.423957,-0.010186
318.372366,-0.022481
319.356693,-0.013819
320.449137,0.008554
320.568483,-0.025727
321.311320,0.086564
321.756805,-0.005076
322.317266,-0.029149
325.584214,-0.025044
326.611028,-0.015447
327.365231,-0.035850
328.897219,-0.033692
329.112741,-0.037302
330.119097,0.135985
330.280847,-0.036571
330.900849,-0.041249
331.814977,-0.026706
332.629430,-0.032631
332.931088,-0.021727
334.524610,-0.034377
335.169102,-0.013104
336.368501,0.087277
337.264237,-0.027693
337.650343,-0.002318
337.756244,0.006688
338.499836,-0.014357
339.886553,0.020737
342.122269,0.017975
342.146007,0.006833
344.250618,0.021381
344.608870,0.028728
344.716895,0.024258
345.634393,0.031661
345.991997,0.018036
346.146895,0.119866
347.516794,0.192907
351.232274,0.122207
353.701779,0.110883
355.824775,0.016331
357.300515,0.030846
358.879589,0.023006
359.244894,0.016616
359.537916,-0.001674
359.611209,0.005763
359.616326,0.021036
360.470785,0.006521
360.926822,0.026241
361.479144,0.004481
361.708661,0.001429
362.347360,-0.006464
362.991409,-0.004907
363.808474,0.079207
363.862805,0.087581
366.106895,-0.009364
366.602358,-0.028530
366.925078,-0.035062
366.955687,-0.040211
366.985885,-0.016868
367.289469,-0.033948
367.494608,-0.045073
368.834232,0.067252
369.298736,-0.003276
370.555576,-0.030488
371.256605,0.067644
372.845531,-0.031274
373.279951,-0.033038
373.524533,-0.022783
373.827933,0.055797
375.212327,-0.027798
375.391140,-0.026997
376.899254,-0.034001
378.380646,-0.013395
378.717154,0.066520
378.751782,0.060824
378.809925,0.073934
379.649655,-0.028072
379.719356,-0.018555
379.824622,-0.018545
381.237580,0.088430
381.594965,-0.006731
381.837760,-0.010704
381.861426,-0.002176
382.804897,0.007643
382.893314,-0.000290
383.072195,-0.004970
383.753833,0.075395
385.221810,-0.006030
386.644922,0.007861
387.888881,0.010004
388.442844,0.016399
388.790286,0.110674
388.810605,0.115480
389.426597,0.021151
391.115519,0.031906
391.350347,0.118826
392.087776,0.009615
392.298790,0.020412
393.719837,0.121138
394.663639,0.020747
395.392977,0.039066
396.130583,0.138780
396.168141,0.135644
396.188844,0.121313
396.793589,0.047437
398.300256,0.032048
399.098504,0.025593
400.575666,0.018949
400.935465,0.020946
401.156084,0.109908
402.891992,0.018673
402.994442,0.018170
404.313628,0.011122
404.549942,0.014438
404.678458,0.021415
405.296592,0.016274
405.465145,-0.008823
406.436912,-0.023895
406.464922,0.010861
407.635102,-0.017435
408.537442,-0.010010
409.484719,-0.023512
409.732354,-0.030856
412.334027,-0.017010
412.547224,0.160950
413.475387,-0.031527
414.865280,-0.054855
416.019470,-0.036241
416.144654,0.063517
416.668162,-0.046258
417.277263,0.282294
418.609658,0.280180
419.365373,0.286535
420.096150,0.459113
420.690503,0.272553
420.857027,0.294516
421.139836,0.371984
422.144503,0.284859
423.829496,0.058657
424.303902,-0.025421
425.620340,-0.025063
425.859199,-0.017014
425.876010,0.001899
426.068962,-0.028171
426.549448,-0.028635
427.616174,0.183199
427.947777,-0.008604
428.394016,-0.011221
430.639911,0.016000
430.868387,0.000566
430.915308,0.025092
431.308280,0.105883
431.351849,0.094416
431.631068,0.031560
432.462635,0.007479
433.322491,0.024447
433.715422,0.112069
434.406889,0.034105
434.631063,0.037486
434.816281,0.022823
435.695280,0.017761
436.111565,0.031088
436.466985,0.020661
437.020693,0.048916
438.377308,0.032702
438.813959,0.118801
440.301040,0.034866
442.215618,0.018857
442.507483,0.198753
442.693214,0.043795
442.901984,0.024942
443.507742,0.020079
444.981964,0.032677
445.752631,0.037009
446.361592,0.120962
446.556145,0.032557
446.652613,0.014702
447.793093,0.003913
448.955275,0.028474
449.570572,0.007619
451.233616,0.091491
451.299186,0.106985
451.325983,0.099144
452.653112,0.001610
452.696796,0.018505
452.825972,-0.010160
454.123291,-0.000155
454.710047,-0.011347
455.007633,0.165994
455.628703,-0.000344
455.693737,-0.010804
456.877738,-0.014859
458.117398,-0.013482
458.226879,-0.028173
458.367284,-0.033314
459.128278,-0.037359
459.461006,-0.047351
460.731197,-0.009534
461.241165,0.048692
461.552930,-0.033377
461.583256,-0.033965
462.164064,-0.028625
462.382624,-0.023679
462.384742,-0.023233
462.439100,-0.037698
462.476689,-0.033557
463.618365,-0.029236
464.579600,-0.034081
465.323828,-0.014776
465.416954,-0.025823
467.838564,-0.018640
468.037772,-0.018830
468.683102,0.078653
468.966073,-0.020930
469.600399,-0.033629
470.119667,0.161614
470.976137,-0.022124
471.194776,0.070496
471.519586,-0.007578
473.923521,0.009329
474.232016,-0.001451
474.473669,0.002517
475.536883,0.021260
475.931719,0.008420
476.504659,0.034574
480.057411,0.204749
480.846351,0.007541
481.014478,0.033179
481.788354,0.031558
481.944085,0.041029
483.641268,0.128692
484.356291,0.030916
484.382282,0.020083
484.479951,0.030329
485.476772,0.024507
485.593971,0.027235
487.317149,0.038307
487.702150,0.048722
488.109551,0.035447
490.248433,0.015178
490.341500,0.031335
490.481703,0.038473
490.658950,0.019912
490.938473,0.023854
494.621984,0.011632
495.744693,-0.001285
497.496987,0.005139
498.594945,-0.007468
499.490109,-0.005952
499.853756,-0.020557
502.533749,0.150300
503.988225,-0.018834
504.384549,-0.030774
505.083494,0.165135
506.582364,-0.034972
507.128424,-0.029273
507.896543,-0.022656
508.061170,-0.046218
508.101752,-0.049653
508.555101,-0.047349
508.618131,-0.019463
508.821491,0.052950
509.658051,-0.006102
511.707466,-0.034640
512.435820,-0.025622
512.813381,-0.011142
513.203840,-0.005490
513.670237,0.086903
513.978231,-0.011239
515.556826,-0.007727
516.005861,-0.010346
516.284203,0.083128
516.892982,-0.018244
519.890832,-0.007771
520.668695,0.003897
520.745198,0.002574
521.655024,0.003806
522.659727,0.019648
524.903511,0.030981
525.626672,0.024735
527.244375,0.043148
527.254860,0.016980
527.390044,0.026775
529.775241,0.025335
529.947646,0.013975
530.046674,0.208337
531.577792,0.031779
531.597934,0.048125
532.175233,0.039004
532.612510,0.198542
533.533257,0.049711
534.355578,0.041906
534.777631,0.034607
536.601862,0.021495
537.604292,0.187188
538.375911,0.013702
538.664749,0.117702
538.764540,0.125261
540.761091,0.022814
541.018074,0.001348
543.080794,-0.014270
544.170816,-0.006499
544.612762,0.284845
544.938726,0.304379
545.653785,0.296728
545.754848,0.293139
546.229574,0.370523
547.471143,0.296579
547.948769,0.284548
548.135879,0.277589
549.233406,0.257449
549.966075,0.284152
550.816298,-0.011861
551.250197,0.076868
551.552331,-0.035264
553.227661,-0.038047
554.966338,-0.026917
555.373085,-0.041225
555.902761,-0.027603
555.982319,-0.022853
556.594841,-0.017295
557.432230,-0.028925
561.360813,0.072824
561.729841,-0.022988
562.095294,-0.020991
562.765909,-0.012173
562.806041,-0.006063
563.027353,0.000351
563.738682,0.076832
563.792426,0.100029
565.846961,0.001122
566.135160,0.095447
566.781461,0.000541
567.317249,-0.013882
569.309148,0.027362
572.066699,0.034805
573.178452,0.027150
575.675964,0.033614
576.095004,0.038216
576.421244,0.017440
577.852702,0.027001
579.638388,0.037468
580.212252,0.015694
580.485922,0.030494
580.545138,0.013841
580.928649,0.031041
582.025617,0.022675
582.755481,0.004355
583.569591,0.029096
583.573592,0.010087
583.894337,0.008063
583.938742,0.017994
585.603796,0.020446
586.083017,-0.003319
586.541079,0.005405
586.680616,0.008448
588.526934,0.002754
588.989360,-0.004469
589.431313,-0.011842
589.927877,-0.018584
590.130064,-0.010302
590.833643,-0.024783
591.208345,0.045767
591.382778,-0.011862
591.703931,-0.008410
593.343684,-0.046712
593.417737,-0.033408
594.070364,-0.019017
594.561992,-0.005926
594.639546,-0.026486
595.286843,-0.035460
596.117591,-0.031583
596.462612,-0.016545
596.572206,-0.036910
596.733800,-0.038661
597.150779,-0.035990
597.944692,-0.041348
599.517832,-0.030750
599.957843,-0.015505
600.452187,-0.028129
600.498409,-0.033839
603.313950,-0.029227
604.978382,-0.037040
605.711517,-0.010034
606.060501,-0.018361
606.352168,0.072248
607.683128,0.020823
609.499073,-0.000176
609.770822,-0.009458
610.265488,-0.003967
611.979954,0.019491
612.395603,0.010965
614.535007,0.004237
614.746814,0.028608
616.758977,0.019380
617.910173,0.047716
619.933090,0.043078
620.242595,0.028086
621.329770,0.136402
622.092495,0.033635
622.696902,0.041135
624.486226,0.035070
624.658422,0.021427
625.237584,0.022213
626.641309,0.035184
628.333326,0.015769
629.103503,0.012093
629.525507,0.004864
630.065501,0.192842
631.247335,0.118154
631.820202,-0.006244
632.226639,0.002839
632.308586,0.016348
632.962793,-0.001533
633.981622,-0.000789
634.077364,-0.016362
635.024344,0.170869
636.166231,0.074066
636.650454,-0.006630
637.712396,-0.008488
637.939757,0.004761
639.957130,-0.021184
640.038915,0.152535
640.356395,-0.025955
640.457728,-0.031650
640.482343,-0.024786
640.554570,-0.031277
647.573090,0.149665
647.665302,-0.015105
648.024053,-0.037560
649.703900,-0.011536
649.892562,-0.009168
650.084915,0.153556
650.534473,-0.041418
651.193985,0.066622
651.568069,-0.003447
651.650349,-0.016328
652.541586,0.153928
653.023126,-0.015564
653.223966,-0.001254
653.500992,-0.002998
653.731957,0.080682
654.146649,-0.009300
654.325148,-0.008755
654.638760,-0.012659
654.655539,0.012794
654.890490,-0.005526
654.967503,0.010216
655.579631,0.016027
655.944558,0.012449
656.689438,0.001506
657.013609,0.011307
657.305182,0.008317
657.845348,0.001878
658.863622,0.108963
660.035847,0.184408
660.905969,0.034681
660.928843,0.018234
661.638701,0.027138
661.724641,0.028215
662.523526,0.201446
663.034097,0.034679
663.168910,0.024364
663.803894,0.129633
664.976845,0.018653
666.665603,0.034334
667.438129,0.052283
667.520721,0.199302
667.837508,0.025874
667.851005,0.037781
669.638910,0.032107
671.494600,0.029415
672.214574,0.340957
672.236852,0.342341
672.968192,0.344619
673.424548,0.335967
675.026341,0.499550
675.665014,0.329510
676.408966,0.338515
677.672551,0.312504
678.444472,-0.011755
678.556275,0.008558
678.679286,0.086260
679.452848,-0.028241
680.446346,-0.002336
680.891793,-0.018023
682.087921,-0.018294
683.392985,-0.018651
683.812892,0.069140
683.885710,-0.016423
684.988533,-0.030922
685.834227,-0.023357
686.077450,-0.031564
686.368076,0.068419
686.534767,-0.023629
687.269310,-0.040195
688.324084,-0.020943
689.678983,-0.037409
690.664287,-0.023445
691.491461,-0.026963
691.516838,-0.012221
692.370914,-0.031486
692.686442,-0.032141
693.150055,-0.027856
693.353937,-0.030224
693.545236,-0.018732
693.673268,0.047955
693.800383,0.053906
693.943217,-0.036391
694.021444,-0.016000
696.367861,0.089709
696.457250,-0.018639
697.051655,-0.017002
701.581332,0.005139
701.669112,0.016452
702.385960,-0.001240
702.586525,0.187754
702.733343,0.019312
703.152454,0.016386
703.442583,0.014507
704.469645,0.026828
704.911384,-0.008502
705.658018,0.028047
707.590851,0.197152
707.713416,0.009251
707.796778,0.032880
708.011543,0.042031
708.034192,0.026974
708.037510,0.037885
709.400920,0.047189
710.297705,0.045391
711.308210,0.139887
712.372018,0.040420
715.423780,0.029884
717.136390,0.008574
718.613592,0.017102
718.934075,0.009925
719.524832,0.037753
719.780777,0.013250
719.933843,0.015612
720.156132,0.018972
720.246892,0.013513
720.427464,0.029265
720.711574,0.004874
722.670970,0.004342
722.739311,-0.005338
723.068754,-0.012606
724.864301,-0.013561
727.544891,0.157740
727.718204,-0.023265
729.793901,-0.032469
